# fingerprint=e86680d6d5c586ba modCount=589 capturedUtc=2026-09-04T02:23:44Z
defName,source_mod,fate,tab,tier,cost,prereqs,hidden_prereqs,source_gate,form,theology,merge_target,note,access,holder,stage_gate,live
CircadianInfluence,Royalty,cut,,,2000,Bionics,Prosthetics,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
Cocoa,Core,untouched,The Hearth,T2,1700,TreeSowing,,,,oomo,,"recost 1000->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
ColoredLights,Core,untouched,The Hearth,T1,700,RR_ElectricityBasics,,,,oomo,,"recost 300->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
CompactWeaponry,Royalty,cut,,,2000,MicroelectronicsBasics,LongBlades;Prosthetics;PenoxycylineProduction,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
ComplexClothing,Core,untouched,The Hearth,T0,600,RR_BasicApparel,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
ComplexFurniture,Core,untouched,The Hearth,T1,700,VFET_Furniture,,,,oomo,,"recost 400->700 (band conformance, T1) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
Cryptosleep,Core,untouched,The Reach,T2,2000,VitalsMonitor,,,,ozzik,,"prereq-join: dropped MultiAnalyzer[tier-inverted (T3>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
DA_BloodflameCatacomb,Dark Ages : Crypts and Tombs,untouched,Scavenger,T0,450,DA_Catacombs,,,,,,"owner ruled 2026-09-04: ""Put back in bloodflame, catacombs, Jedi apparel"" - model cut reverted | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",,,,yes
DA_Catacombs,Dark Ages : Crypts and Tombs,untouched,Scavenger,T0,300,ComplexFurniture,,,,,,"owner ruled 2026-09-04: ""Put back in bloodflame, catacombs, Jedi apparel"" - model cut reverted | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",,,,yes
DP_RGiveArea50,Dungeon Pack (Continued),untouched,The Reach,T3,1000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGiveArea52,Dungeon Pack (Continued),untouched,The Reach,T3,1000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGiveExcavation,Dungeon Pack (Continued),untouched,The Reach,T3,1000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGiveGrandWalls,Dungeon Pack (Continued),untouched,The Reach,T3,10000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 10000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGiveMaze,Dungeon Pack (Continued),untouched,The Reach,T3,1000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGiveNinja,Dungeon Pack (Continued),untouched,The Reach,T3,1000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGivePirateBay,Dungeon Pack (Continued),untouched,The Reach,T3,1000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGivePrivate,Dungeon Pack (Continued),untouched,The Reach,T3,1000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGiveSunCult,Dungeon Pack (Continued),untouched,The Reach,T3,1000,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DP_RGiveThrumboValley,Dungeon Pack (Continued),untouched,The Reach,T3,500,RR_LateralThinking,,,,,,"out of scope for the normalization (prep sec 1: dungeon quest-starter rows, disposition belongs to VAULT_DUNGEON_CONCEPT_1); v4 model unruled cut reverted 2026-09-04 | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 500 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
DeadlifeDust,Anomaly,cut,,,0,BioferriteShaping;SmokepopBelt,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
DeathRefusal,Anomaly,cut,,,0,AdvancedPsychicRituals,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
Deathrest,Biotech,cut,,,1000,NutrientPaste,,,,,,v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,,,,yes
DedicatedDefenceSystems,Dedicated Turrets,untouched,Powder & Slug,T2,1800,GunTurrets;MicroelectronicsBasics,,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
DeepDrilling,Core,untouched,The Refinery,T1,1000,FT_Chemistry,,,,mobunloo,,"prereq-join: no surviving prereq; anchored to FT_Chemistry (same tree, lower tier, same category) | prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
DeepOilWells,Rimefeller,untouched,The Refinery,T4,6000,OilDrilling;GroundPenetratingScanner,,,,mobunloo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 6000 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
DetColumnRes,Utility Columns,untouched,Powder & Slug,T1,1000,Machining,,,,shkaar,,"OWNER AMENDMENT 2026-09-04: flamethrower/flame-column unlocks here are owed a per-unlock split to The Junker Yards (big flame = Junker) at the C# pass - rows move, unlocks split there | prereq-join: dropped OrbitalTradeColumnRes[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
Devilstrand,Core,untouched,The Hearth,T2,1700,VFET_Agriculture,,,,oomo,,"recost 800->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 800 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
DisruptorFlares,Anomaly,cut,,,0,EntityContainment;BioferriteShaping,,,,,,"measured dead (research_tree_prep.md sec 1): Anomaly - all 1 unlock (Apparel_DisruptorFlarePack) Cherry-Picker cut | this row IS in the Anomaly mod, but migration rule 1 (measured-dead cut) outranks rule 5 (Anomaly untouched) - it was individually measured dead by evidence, not swept in generically | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
DrugProduction,Core,untouched,The Refinery,T0,500,,VFET_Medicine,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
